"ID","Name","Class","Type","Power","Power %","Attraction %","Luck","Effect","Requirement","Tradable","Givable","Limited","Link"
"2576","10 Layer Birthday Cake Base","Base","","300","10%","10%","10","","Novice","No","No","Yes","link"
"2577","Anniversary Arcane Capturing Rod Of Never Yielding Mystery","Weapon","Arcane","3,800","12%","","25","Insanely Stale","Legendary","No","No","Yes","link"
"2578","Anniversary Ambush","Weapon","Tactical","3,000","5%","","25","","Grandmaster","No","No","Yes","link"
"2579","Anniversary Ancient Box Trap","Weapon","Forgotten","4,300","10%","","10","","Hero","No","No","Yes","link"
"2580","Anniversary DeathBot","Weapon","Physical","2,400","15%","10%","25","Stale","Journeyman","No","No","Yes","link"
"2581","Anniversary Reaper's Perch","Weapon","Shadow","3,300","10%","5%","25","Stale","Lord","No","No","Yes","link"
"2582","Rewind Raclette","Bait","","","","","","","","No","No","No","link"
"2583","Reality Restitch Charm","Charm","","","10%","10%","5","Fresh","","Yes","Yes","No","link"
"2584","Hunter's Horn Rewind Charm","Charm","","","","","","","","No","No","No","link"
"2585","Meteor Cupcake Core Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2586","10th Birthday Storm Wrought Ballista Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2587","Restore Gnawnia's 10-Year Timeline","Adventure","","","","","","","","No","No","No","link"
"2588","18K Golden Egg","Special","","","","","","","","No","No","No","link"
"2589","Abominable Snow Egg","Special","","","","","","","","No","No","No","link"
"2590","Absolute Acolyte Egg","Special","","","","","","","","No","No","No","link"
"2591","Bristle Woods Rift Egg","Special","","","","","","","","No","No","No","link"
"2592","Brown Egg","Special","","","","","","","","No","No","No","link"
"2593","Chamber Cleaver Egg","Special","","","","","","","","No","No","No","link"
"2594","Egg Hunter Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2595","Ful'Mina Egg","Special","","","","","","","","No","No","No","link"
"2596","Grey Egg","Special","","","","","","","","No","No","No","link"
"2597","Mutated Behemoth Egg","Special","","","","","","","","No","No","No","link"
"2598","Rainy Egg","Special","","","","","","","","No","No","No","link"
"2599","Relic Hunter Egg","Special","","","","","","","","No","No","No","link"
"2600","Unfilled Spring Egg Carton","Special","","","","","","","","No","No","No","link"
"2601","Thunder Egg","Special","","","","","","","","No","No","No","link"
"2602","White Egg","Special","","","","","","","","No","No","No","link"
"2603","Windy Egg","Special","","","","","","","","No","No","No","link"
"2604","10th Anniversary Birthday Journal Theme","Collectible","","","","","","","","No","No","No","link"
"2605","Crouching Rabbit, Hidden Sphynx Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2606","Spring Eggsplit Dissonance Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2607","Inert Queso Dowsing Rod","Special","","","","","","","","No","No","No","link"
"2608","Queso Dowsing Rod","Map","","","","","","","","No","No","No","link"
"2609","Unstable Ember Gadget","Special","","","","","","","","No","No","No","link"
"2610","Wild Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"2611","Wild Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2612","Ember Root","Crafting","","","","","","","","No","No","No","link"
"2613","Ember Stone","Crafting","","","","","","","","No","No","No","link"
"2614","Flamin' Spice Leaf","Crafting","","","","","","","","No","No","No","link"
"2615","Hot Spice Leaf","Crafting","","","","","","","","No","No","No","link"
"2616","Medium Spice Leaf","Crafting","","","","","","","","No","No","No","link"
"2617","Mild Spice Leaf","Crafting","","","","","","","","No","No","No","link"
"2618","Nachore","Special","","","","","","","","No","No","No","link"
"2619","Wild Tonic","Special","","","","","","","","Yes","Yes","No","link"
"2620","Overgrown Ember Stone Base","Base","","450","10%","18%","12","Ultimately Stale","Count","No","No","No","link"
"2621","Ember Prison Core Trap","Weapon","Law","4,500","25%","10%","16","Stale","Count","No","No","No","link"
"2622","Judge Droid Trap","Weapon","Law","2,000","10%","","6","Very Fresh","Count","No","No","No","link"
"2623","Blazing Ember Spear Trap","Weapon","Draconic","5,500","15%","10%","12","Extremely Stale","Count","No","No","No","link"
"2624","Scarlet Ember Root Trap","Weapon","Forgotten","6,000","3%","10%","7","Very Stale","Count","No","No","No","link"
"2625","Bland Queso","Bait","","","","","","","","No","No","No","link"
"2626","Flamin' Queso","Bait","","","","","","","","No","No","No","link"
"2627","Hot Queso","Bait","","","","","","","","No","No","No","link"
"2628","Medium Queso","Bait","","","","","","","","No","No","No","link"
"2629","Mild Queso","Bait","","","","","","","","No","No","No","link"
"2630","Wildfire Queso","Bait","","","","","","","","No","No","No","link"
"2631","Ember Charm","Charm","","","","","","","","Yes","Yes","No","link"
"2632","Queso Pump Charm","Charm","","50","5%","5%","","Fresh","","Yes","Yes","No","link"
"2633","Extinguish Inferna, The Engulfed","Adventure","","","","","","","","No","No","No","link"
"2634","Queso Canyoneer Scroll Case","Special","","","","","","","","No","No","No","link"
"2635","Queso Canyoneer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2636","Rare Queso Canyoneer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2637","Queso Canyoneer Theme Scrap I","Crafting","","","","","","","","No","No","No","link"
"2638","Queso Canyoneer Theme Scrap II","Crafting","","","","","","","","No","No","No","link"
"2639","Queso Canyoneer Theme Scrap III","Crafting","","","","","","","","No","No","No","link"
"2640","Queso Canyoneer Journal Theme","Collectible","","","","","","","","No","No","No","link"
"2641","Ronza's Fort Rox Supply Ship","Special","","","","","","","","Yes","Yes","No","link"
"2642","Ronza's Moussu Picchu Supply Ship","Special","","","","","","","","Yes","Yes","No","link"
"2643","Ronza's Queso Canyon Supply Ship","Special","","","","","","","","Yes","Yes","No","link"
"2644","Chrome Storm Wrought Ballista Upgrade Kit","Crafting","","","","","","","","Yes","Yes","No","link"
"2645","Storm Wrought Ballista Trap Parts","Crafting","","","","","","","","No","No","No","link"
"2646","Ful'mina's Charged Toothlet","Special","","","","","","","","No","No","No","link"
"2647","Denture Base","Base","","100","10%","","","","Grand Duke","No","No","No","link"
"2648","Chrome Storm Wrought Ballista Trap","Weapon","Draconic","6,200","18%","15%","20","Stale","Grand Duke","No","No","No","link"
"2649","Paradise Falls Trap","Weapon","Hydro","4,000","25%","25%","22","Very Stale","Legendary","No","No","Yes","link"
"2650","Well of Wisdom Trap","Weapon","Tactical","4,000","3%","25%","22","Insanely Fresh","Legendary","No","No","Yes","link"
"2651","Super Dragonbane Charm","Charm","","","","","","","","Yes","Yes","No","link"
"2652","Super Lantern Oil Charm","Charm","","300","5%","5%","3","Very Fresh","","Yes","Yes","No","link"
"2653","Super Queso Pump Charm","Charm","","50","5%","5%","5","Very Fresh","","Yes","Yes","No","link"
"2654","Icefire Turbo Turbine Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2655","Phantom Hot Springs Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2656","Tribal Law Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2657","Well of Souls Trap Skin","Skin","","","","","","No Effect","","No","No","Yes","link"
"2658","Arduous Treasure Chest (Season 6)","Special","","","","","","","","No","No","No","link"
"2659","Easy Treasure Chest (Season 6)","Special","","","","","","","","No","No","No","link"
"2660","Elaborate Treasure Chest (Season 6)","Special","","","","","","","","No","No","No","link"
"2661","Elite Treasure Chest (Season 6)","Special","","","","","","","","No","No","No","link"
"2662","Gilded Scavenger Hunt Scroll Case","Special","","","","","","","","Yes","Yes","No","link"
"2663","Hard Treasure Chest (Season 6)","Special","","","","","","","","No","No","No","link"
"2664","Medium Treasure Chest (Season 6)","Special","","","","","","","","No","No","No","link"
"2665","Rare Arduous Treasure Chest (Season 6)","Special","","","","","","","","No","No","No","link"
"2666","Rare Easy Treasure Chest (Season 6)","Special","","","","","","","","No","No","No","link"
"2667","Rare Elaborate Treasure Chest (Season 6)","Special","","","","","","","","No","No","No","link"
"2668","Rare Elite Treasure Chest (Season 6)","Special","","","","","","","","No","No","No","link"
"2669","Rare Hard Treasure Chest (Season 6)","Special","","","","","","","","No","No","No","link"
"2670","Rare Map Dust Crafter's Kit","Special","","","","","","","","Yes","Yes","No","link"
"2671","Rare Medium Treasure Chest (Season 6)","Special","","","","","","","","No","No","No","link"
"2672","Scavenger Hunt Scroll Case","Special","","","","","","","","No","No","No","link"
"2673","Scavenger Hunt Hint","Special","","","","","","","","No","No","No","link"
"2674","Black Widow Base","Base","","100","10%","10%","10","","Novice","No","No","Yes","link"
"2675","Furoma Base","Base","","100","10%","10%","10","","Novice","No","No","Yes","link"
"2676","Constellation Chrome Sphynx Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2677","Eerie Halloween Treasure Chest","Special","","","","","","","","No","No","No","link"
"2678","Terrifying Halloween Treasure Chest","Special","","","","","","","","No","No","No","link"
"2679","Ethereal Treasure Hunting Kit","Special","","","","","","","","Yes","Yes","No","link"
"2680","Haunted Halloween Treasure Chest","Special","","","","","","","","No","No","No","link"
"2681","Spooky Supply Ghostship","Special","","","","","","","","Yes","Yes","No","link"
"2682","Spooky Halloween Treasure Chest","Special","","","","","","","","No","No","No","link"
"2683","Rare Eerie Halloween Treasure Chest","Special","","","","","","","","No","No","No","link"
"2684","Rare Terrifying Halloween Treasure Chest","Special","","","","","","","","No","No","No","link"
"2685","Rare Haunted Halloween Treasure Chest","Special","","","","","","","","No","No","No","link"
"2686","Rare Spooky Halloween Treasure Chest","Special","","","","","","","","No","No","No","link"
"2687","Vampire Hunting Kit","Special","","","","","","","","Yes","Yes","No","link"
"2688","Admiral's Ship Theme Scrap I","Crafting","","","","","","","","No","No","No","link"
"2689","Admiral's Ship Theme Scrap II","Crafting","","","","","","","","No","No","No","link"
"2690","Admiral's Ship Theme Scrap III","Crafting","","","","","","","","No","No","No","link"
"2691","Crimson Curd","Crafting","","","","","","","","No","No","No","link"
"2692","Admiral's Ship Journal Theme","Collectible","","","","","","","","No","No","No","link"
"2693","Ghostfire Cannonball","Special","","","","","","","","No","No","No","link"
"2694","Assembled Cemetery Slat","Special","","","","","","","","No","No","No","link"
"2695","Cemetery Slat","Special","","","","","","","","No","No","No","link"
"2696","Spooky Shuffle Dust","Special","","","","","","","","Yes","Yes","No","link"
"2697","Deadwood Plank Base","Base","","350","10%","5%","10","","Initiate","No","No","Yes","link"
"2698","Admiral's Galleon Trap","Weapon","Shadow","2,500","25%","","15","","Lord","No","No","Yes","link"
"2699","Creepy Coffin Trap","Weapon","Shadow","1,800","5%","5%","7","Extremely Stale","Master","Yes","Yes","No","link"
"2700","Crimson Cheese","Bait","","","","","","","","No","No","No","link"
"2701","Extreme Spooky Charm","Charm","","400","4%","4%","8","","","No","No","No","link"
"2702","Pointy Charm","Charm","","","","","","","","No","No","No","link"
"2703","Goody Galleon Trap Skin","Skin","","","","","","No Effect","","No","No","Yes","link"
"2704","Soul Searching Turbine Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2705","Spooky Chrome Temporal Turbine Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2706","Capture Admiral Arrrgh of the Ghostship Armada","Adventure","","","","","","","","No","No","No","link"
"2707","Great Winter Hunt 2018 Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"2708","Great Winter Hunt 2018 Large Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2709","Winter Hunt Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2710","Great Winter Hunt Treasure Hunting Kit","Special","","","","","","","","Yes","Yes","No","link"
"2711","2018 Naughty Treasure Chest","Special","","","","","","","","No","No","No","link"
"2712","2018-2019 Nice Treasure Chest","Special","","","","","","","","No","No","No","link"
"2713","2018 Rare Naughty Treasure Chest","Special","","","","","","","","No","No","No","link"
"2714","2018-2019 Rare Nice Treasure Chest","Special","","","","","","","","No","No","No","link"
"2715","Festive Decoration Theme","Collectible","","","","","","","","No","No","No","link"
"2716","2019 Lucky Codex","Special","","","","","","","","No","No","Yes","link"
"2717","Iceberg Sculptor's Pick","Special","","","","","","","","No","No","No","link"
"2718","Firework Sugar Cookie","Special","","","","","","","","No","No","No","link"
"2719","Festive Fireworks Decoration","Special","","","","","","","","No","No","No","link"
"2720","New Year's Voucher","Special","","","","","","","","No","No","No","link"
"2721","Ornament Sugar Cookie","Special","","","","","","","","No","No","No","link"
"2722","Festive Ornaments Decoration","Special","","","","","","","","No","No","No","link"
"2723","Festive Snow Decoration","Special","","","","","","","","No","No","No","link"
"2724","Snowball Showdown Dust","Special","","","","","","","","Yes","Yes","No","link"
"2725","Snowflake Sugar Cookie","Special","","","","","","","","No","No","No","link"
"2726","Toboggan Sugar Cookie","Special","","","","","","","","No","No","No","link"
"2727","Nutcracker Sugar Cookie","Special","","","","","","","","No","No","No","link"
"2728","Festive Toys Decoration","Special","","","","","","","","No","No","No","link"
"2729","Festive Winter Sports Decoration","Special","","","","","","","","No","No","No","link"
"2730","2019 New Year's Base","Base","","200","7%","","10","Fresh","Novice","No","No","Yes","link"
"2731","Glowing Golem Guardian Base","Base","","500","20%","5%","10","Fresh","Journeyman","No","No","Yes","link"
"2732","Golem Guardian Trap","Weapon","Hydro","2,500","5%","5%","3","Fresh","Journeyman","No","No","Yes","link"
"2733","Glazed Pecan Pecorino Cheese","Bait","","","","","","","","Yes","Yes","No","link"
"2734","2019 Charm","Charm","","2,019","","","","","","Yes","Yes","Yes","link"
"2735","Golem Guardian Charm","Charm","","","","","","","","Yes","Yes","No","link"
"2736","Kris Chromo Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2737","Eternal Frost Ember Prison Core Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2738","Festive Chrome Winter Wreath Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2739","Festive Judge Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2740","Point-settia Ballista Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2741","Golem Guardian Arcane Skin Module","Skin","Arcane","6,000","15%","20%","28","No Effect","","No","No","Yes","link"
"2742","Golem Guardian Forgotten Skin Module","Skin","Forgotten","7,000","15%","20%","15","No Effect","","No","No","Yes","link"
"2743","Golem Guardian Hydro Skin Module","Skin","Hydro","10,000","15%","20%","28","No Effect","","No","No","Yes","link"
"2744","Golem Guardian Physical Skin Module","Skin","Physical","7,000","15%","20%","32","No Effect","","No","No","Yes","link"
"2745","Golem Guardian Tactical Skin Module","Skin","Tactical","5,000","15%","20%","30","No Effect","","No","No","Yes","link"
"2746","Defeat the Iceberg Sculptor Mouse","Adventure","","","","","","","","No","No","No","link"
"2747","New Year's Chrome Sphynx Wrath Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2748","Scarlet Sparkling Bubbleh Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2749","Year of the Pig Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"2750","Year of the Pig Large Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2751","Year of the Pig Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2752","Lunar New Year of the Pig Journal Theme","Collectible","","","","","","","","No","No","No","link"
"2753","Pig Mask","Collectible","","","","","","","","No","No","No","link"
"2754","Pig Lunar Lantern","Special","","","","","","","","No","No","No","link"
"2755","Pig Jade Base","Base","","375","12%","10%","10","Stale","Grandmaster","No","No","Yes","link"
"2756","Chrome Truffle Finder 500™ Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2757","Floating Pig Fortress Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2758","Couple of Orcas Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2759","Celebrate Lunar New Year 2019","Adventure","","","","","","","","No","No","No","link"
"2760","2019 Birthday Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"2761","2019 Birthday Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2762","Gilded Birthday Scroll Case","Special","","","","","","","","Yes","Yes","No","link"
"2763","2019 Birthday Treasure Chest","Special","","","","","","","","No","No","No","link"
"2764","Birthday Crate of Ultimate Luck Charms","Special","","","","","","","","No","No","No","link"
"2765","Birthday Crate of Ultimate Lucky Power Charms","Special","","","","","","","","No","No","No","link"
"2766","Birthday Crate of Ultimate Power Charms","Special","","","","","","","","No","No","No","link"
"2767","2019 Gilded Birthday Treasure Chest","Special","","","","","","","","No","No","No","link"
"2768","2019 Rare Birthday Treasure Chest","Special","","","","","","","","No","No","No","link"
"2769","2019 Rare Gilded Birthday Treasure Chest","Special","","","","","","","","No","No","No","link"
"2770","SUPER|brie+ Factory Journal Theme","Collectible","","","","","","","","No","No","No","link"
"2771","Circuit Breaker Fuse","Special","","","","","","","","No","No","No","link"
"2772","Golden Punch Ticket","Special","","","","","","","","No","No","No","link"
"2773","Mixing Rod","Special","","","","","","","","No","No","No","link"
"2774","Pressurized Pump Pipe","Special","","","","","","","","No","No","No","link"
"2775","Quality Cog","Special","","","","","","","","No","No","No","link"
"2776","Birthday Banana Cake Base","Base","","300","11%","11%","11","Fresh","Journeyman","No","No","Yes","link"
"2777","Surprise Party Trap","Weapon","Law","2,000","11%","11%","4","Extremely Fresh","Legendary","No","No","Yes","link"
"2778","Wacky Inflatable Party People Trap","Weapon","Rift","1,100","11%","11%","4","Fresh","Count","No","No","Yes","link"
"2779","Coggy Colby Cheese","Bait","","","","","","","","No","No","No","link"
"2780","Factory Repair Charm","Charm","","11","11%","11%","5","","","Yes","Yes","No","link"
"2781","Infinite Birthday Party Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2782","Cake Pop Core Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2783","Protect the SUPER|brie+ Factory","Adventure","","","","","","","","No","No","No","link"
"2784","19K Golden Egg","Special","","","","","","","","No","No","No","link"
"2785","Small Eggsweeper Egg (Tier 3)","Special","","","","","","","","No","No","No","link"
"2786","Barricade Egg","Special","","","","","","","","No","No","No","link"
"2787","Crimson Egg","Special","","","","","","","","No","No","No","link"
"2788","Small Eggsweeper Egg 2019 (Tier 4)","Special","","","","","","","","No","No","No","link"
"2789","Large Eggsweeper Egg (Tier 3)","Special","","","","","","","","No","No","No","link"
"2790","Large Eggsweeper Egg 2019 (Tier 4)","Special","","","","","","","","No","No","No","link"
"2791","Large Eggsweeper Egg (Tier 2)","Special","","","","","","","","No","No","No","link"
"2792","Large Eggsweeper Egg (Tier 1)","Special","","","","","","","","No","No","No","link"
"2793","Eggsweeper Starter Pack","Special","","","","","","","","Yes","Yes","No","link"
"2794","Experimental Egg","Special","","","","","","","","No","No","No","link"
"2795","Explorer's Egg","Special","","","","","","","","No","No","No","link"
"2796","Magical Eggsweeper Egg","Special","","","","","","","","No","No","No","link"
"2797","Small Eggsweeper Egg (Tier 2)","Special","","","","","","","","No","No","No","link"
"2798","Small Eggsweeper Egg (Tier 1)","Special","","","","","","","","No","No","No","link"
"2799","Over 9,000 Egg","Special","","","","","","","","No","No","No","link"
"2800","Nachore Egg","Special","","","","","","","","No","No","No","link"
"2801","Queso Pump Egg","Special","","","","","","","","No","No","No","link"
"2802","Spiced Egg","Special","","","","","","","","No","No","No","link"
"2803","Wild Tonic Egg","Special","","","","","","","","No","No","No","link"
"2804","Spring Hunt Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"2805","Eggfinder Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2806","Lightning Storm Egg","Special","","","","","","","","No","No","No","link"
"2807","Eggsweeper Shovel","Special","","","","","","","","No","No","No","link"
"2808","Magical Eggsweeper Fertilizer","Special","","","","","","","","Yes","Yes","No","link"
"2809","Spring Chrome Eggtastic Ballista Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2810","Spring M.Y.N.O.R.C.A. Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2811","Cottontail Sentinel Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2812","Dragonshard Egg","Special","","","","","","","","No","No","No","link"
"2813","Sparkling Dragonshard Nest","Special","","","","","","","","No","No","No","link"
"2814","Dragonshard","Special","","","","","","","","No","No","No","link"
"2815","Fully-Functional Queso Geyser Replica Clay Model","Map","","","","","","","","No","No","No","link"
"2816","Extreme Dragonbane Charm","Charm","","","","","","","","Yes","Yes","No","link"
"2817","Cork Egg","Special","","","","","","","","No","No","No","link"
"2818","Queso Geyser Scroll Case","Special","","","","","","","","No","No","No","link"
"2819","Queso Geyser Treasure Chest","Special","","","","","","","","No","No","No","link"
"2820","Geyser Egg","Special","","","","","","","","No","No","No","link"
"2821","Pressurized Egg","Special","","","","","","","","No","No","No","link"
"2822","Queso Canyon Grand Tour Scroll Case","Special","","","","","","","","No","No","No","link"
"2823","Queso Canyon Grand Tour Treasure Chest","Special","","","","","","","","No","No","No","link"
"2824","Queso Geyser Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"2825","Queso Geyser Starter Pack","Special","","","","","","","","Yes","Yes","No","link"
"2826","Queso Geyser Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2827","Rare Queso Geyser Treasure Chest","Special","","","","","","","","No","No","No","link"
"2828","Rare Queso Canyon Grand Tour Treasure Chest","Special","","","","","","","","No","No","No","link"
"2829","Chrome Storm Wrought Ballista Parts","Crafting","","","","","","","","No","No","No","link"
"2830","Cork Bark","Crafting","","","","","","","","No","No","No","link"
"2831","Dragon Slayer Cannon Chassis","Crafting","","","","","","","","No","No","No","link"
"2832","Imbued Dragon Slayer Cannon Chassis","Crafting","","","","","","","","No","No","No","link"
"2833","Kalor'ignis Rib","Crafting","","","","","","","","Yes","Yes","No","link"
"2834","Geyserite","Crafting","","","","","","","","No","No","No","link"
"2835","Congealed Rubber","Crafting","","","","","","","","No","No","No","link"
"2836","Tungsten","Crafting","","","","","","","","No","No","No","link"
"2837","Solidified Amber Queso","Special","","","","","","","","No","No","No","link"
"2838","Queso Thermal Spring","Special","","","","","","","","Yes","Yes","No","link"
"2839","Magic Nest Dust","Special","","","","","","","","Yes","Yes","No","link"
"2840","Geyser Smolder Stone","Special","","","","","","","","Yes","Yes","No","link"
"2841","Thermal Chisel","Special","","","","","","","","Yes","Yes","No","link"
"2842","Dragon Slayer Cannon","Weapon","Draconic","10,000","35%","10%","25","","Grand Duke","No","No","No","link"
"2843","Queso Fount Trap","Weapon","Hydro","11,000","30%","10%","25","Stale","Count","No","No","No","link"
"2844","Smoldering Stone Sentinel Trap","Weapon","Physical","12,000","25%","10%","25","Very Stale","Count","No","No","No","link"
"2845","Gouging Geyserite Trap","Weapon","Tactical","9,000","20%","10%","23","Fresh","Count","No","No","No","link"
"2846","Slay The Geyser Dragon","Adventure","","","","","","","","No","No","No","link"
"2847","Queso Canyon Grand Tour Treasure Hunting Kit","Special","","","","","","","","Yes","Yes","No","link"
"2848","Arduous Chrome Slayer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2849","Easy Chrome Slayer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2850","Elaborate Chrome Slayer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2851","Elite Chrome Slayer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2852","Hard Chrome Slayer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2853","Medium Chrome Slayer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2854","Chrome Slayer Scroll Case","Special","","","","","","","","No","No","No","link"
"2855","Rare Arduous Chrome Slayer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2856","Rare Easy Chrome Slayer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2857","Rare Elaborate Chrome Slayer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2858","Rare Elite Chrome Slayer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2859","Rare Hard Chrome Slayer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2860","Rare Medium Chrome Slayer Treasure Chest","Special","","","","","","","","No","No","No","link"
"2861","Living Grove Mould","Crafting","","","","","","","","Yes","Yes","No","link"
"2862","Soiled Base Parts","Crafting","","","","","","","","No","No","No","link"
"2863","Chrome Bit","Special","","","","","","","","No","No","No","link"
"2864","Chrome Kit Voucher","Special","","","","","","","","No","No","No","link"
"2865","Aurora Base","Base","","250","3%","5%","6","Very Fresh","Knight","No","No","Yes","link"
"2866","Living Grove Base","Base","","450","10%","5%","8","Very Fresh","Baron","No","No","No","link"
"2867","Moonbeam Barrier Trap","Weapon","Shadow","4,000","10%","10%","15","Stale","Baron","No","No","Yes","link"
"2868","Extreme Queso Pump Charm","Charm","","100","10%","10%","8","Very Fresh","","Yes","Yes","No","link"
"2869","Stalemate Charm","Charm","","","","","","","","Yes","Yes","No","link"
"2870","Super Wax Charm","Charm","","250","","","","","","Yes","Yes","No","link"
"2871","Glittering Geyserite Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2872","Royal Chrome Storm Wrought Ballista Trap Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
"2873","100 Pack of SUPER|brie+ Cheese","Special","","","","","","","","No","No","No","link"
"2874","Large Blooming Spice Plant","Special","","","","","","","","No","No","No","link"
"2875","Medium Blooming Spice Plant","Special","","","","","","","","No","No","No","link"
"2876","Small Blooming Spice Plant","Special","","","","","","","","No","No","No","link"
"2877","Large Queso Keg","Special","","","","","","","","No","No","No","link"
"2878","Medium Queso Keg","Special","","","","","","","","No","No","No","link"
"2879","Small Queso Keg","Special","","","","","","","","No","No","No","link"
"2880","Rift Chronometer","Special","","","","","","","","No","No","No","link"
"2881","Rift Distortion","Special","","","","","","","","No","No","No","link"
"2882","Valour Rift Map Piece","Map","","","","","","","","No","No","No","link"
"2883","2-Pack of Gauntlet String Cheese","Special","","","","","","","","No","No","No","link"
"2884","Valour Rift Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"2885","Valour Rift Large Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2886","Valour Rift Supply Kit","Special","","","","","","","","Yes","Yes","No","link"
"2887","The Gilded Steps","Collectible","","","","","","","","No","No","No","link"
"2888","Codex of Valour: Bard Page","Special","","","","","","","","No","No","No","link"
"2889","Codex of Valour: Dusty Page","Special","","","","","","","","No","No","No","link"
"2890","Codex of Valour: Eclipse Page","Special","","","","","","","","No","No","No","link"
"2891","Codex of Valour: Magic Page","Special","","","","","","","","No","No","No","link"
"2892","Codex of Valour: Melee Page","Special","","","","","","","","No","No","No","link"
"2893","Codex of Valour: Noble Page","Special","","","","","","","","No","No","No","link"
"2894","Codex of Valour: Puppetry Page","Special","","","","","","","","No","No","No","link"
"2895","Codex of Valour: Thievery Page","Special","","","","","","","","No","No","No","link"
"2896","Codex of Valour","Special","","","","","","","","No","No","No","link"
"2897","Gauntlet Elixir","Special","","","","","","","","No","No","No","link"
"2898","Tower Sigil","Special","","","","","","","","No","No","No","link"
"2899","Tower Secrets","Special","","","","","","","","No","No","No","link"
"2900","Champion's Fire","Special","","","","","","","","Yes","Yes","No","link"
"2901","Fragment of the Eclipse","Special","","","","","","","","No","No","No","link"
"2902","Tattered Celestial Skin Pattern","Special","","","","","","","","No","No","No","link"
"2903","Core of the Eclipse","Special","","","","","","","","No","No","No","link"
"2904","Prestige Base","Base","","490","20%","","5","","Archduke","No","No","No","link"
"2905","Celestial Dissonance Trap","Weapon","Rift","3,500","12%","10%","10","Fresh","Archduke","No","No","No","link"
"2906","Gauntlet String Cheese","Bait","","","","","","","","Yes","Yes","No","link"
"2907","Rift Extreme Power Charm","Charm","","1,200","12%","","","","","Yes","Yes","No","link"
"2908","Rift Super Power Charm","Charm","","750","8%","","","","","Yes","Yes","No","link"
"2909","Lunar Celestial Dissonance Skin","Skin","","","","","","No Effect","","Yes","Yes","No","link"
